1.441406 1523394241.6357
21.269531 1523394241.7360
31.765625 1523394241.8363
41.218750 1523394241.9366
48.914062 1523394242.0369
49.941406 1523394242.1372
72.617188 1523394242.2376
95.125000 1523394242.3379
100.218750 1523394242.4382
104.839844 1523394242.5385
107.906250 1523394242.6388
108.074219 1523394242.7391
108.984375 1523394242.8394
115.222656 1523394242.9397
120.636719 1523394243.0401
122.855469 1523394243.1403
122.855469 1523394243.2409
122.855469 1523394243.3412
130.355469 1523394243.4415
130.355469 1523394243.5419
130.355469 1523394243.6422
130.355469 1523394243.7425
130.355469 1523394243.8428
130.355469 1523394243.9431
130.355469 1523394244.0434
130.355469 1523394244.1438
130.355469 1523394244.2441
130.355469 1523394244.3486
130.355469 1523394244.4489
130.355469 1523394244.5492
160.464844 1523394244.6495
195.113281 1523394244.7502
275.722656 1523394244.8506
368.085938 1523394244.9511
319.863281 1523394245.0514
321.601562 1523394245.1518
329.703125 1523394245.2521
329.703125 1523394245.3525
331.292969 1523394245.4530
348.816406 1523394245.5535
392.367188 1523394245.6540
515.601562 1523394245.7545
392.441406 1523394245.8548
392.441406 1523394245.9552
392.441406 1523394246.0556
392.441406 1523394246.1560
392.441406 1523394246.2565
392.441406 1523394246.3572
440.707031 1523394246.4578
477.542969 1523394246.5586
409.519531 1523394246.6589
392.507812 1523394246.7593
392.507812 1523394246.8597
392.507812 1523394246.9600
392.507812 1523394247.0606
398.691406 1523394247.1609
469.589844 1523394247.2612
514.164062 1523394247.3615
482.183594 1523394247.4621
407.164062 1523394247.5624
407.164062 1523394247.6628
407.164062 1523394247.7632
407.164062 1523394247.8637
407.164062 1523394247.9644
465.769531 1523394248.0648
556.003906 1523394248.1654
432.929688 1523394248.2658
432.929688 1523394248.3661
432.929688 1523394248.4665
432.929688 1523394248.5668
432.929688 1523394248.6672
432.929688 1523394248.7677
432.929688 1523394248.8682
502.535156 1523394248.9687
546.414062 1523394249.0691
517.527344 1523394249.1694
454.367188 1523394249.2697
454.367188 1523394249.3702
454.367188 1523394249.4705
454.367188 1523394249.5709
454.367188 1523394249.6714
