1.554688 1523390760.8207
21.695312 1523390760.9210
32.402344 1523390761.0213
41.816406 1523390761.1216
49.019531 1523390761.2219
50.105469 1523390761.3222
72.859375 1523390761.4226
95.019531 1523390761.5228
104.851562 1523390761.6232
104.585938 1523390761.7235
108.277344 1523390761.8238
108.406250 1523390761.9241
109.109375 1523390762.0244
114.839844 1523390762.1247
120.511719 1523390762.2250
123.058594 1523390762.3253
123.058594 1523390762.4256
123.058594 1523390762.5259
130.652344 1523390762.6267
130.652344 1523390762.7270
130.652344 1523390762.8273
130.652344 1523390762.9276
130.652344 1523390763.0282
130.652344 1523390763.1285
130.652344 1523390763.2289
130.652344 1523390763.3292
130.652344 1523390763.4295
130.652344 1523390763.5299
130.652344 1523390763.6302
131.128906 1523390763.7305
171.835938 1523390763.8314
220.628906 1523390763.9317
321.093750 1523390764.0321
368.339844 1523390764.1325
338.476562 1523390764.2328
323.402344 1523390764.3332
330.390625 1523390764.4336
331.671875 1523390764.5340
331.671875 1523390764.6359
331.671875 1523390764.7365
361.804688 1523390764.8370
466.730469 1523390764.9374
507.804688 1523390765.0377
428.812500 1523390765.1382
392.812500 1523390765.2385
392.812500 1523390765.3389
392.812500 1523390765.4392
392.812500 1523390765.5398
392.812500 1523390765.6402
505.214844 1523390765.7406
531.785156 1523390765.8409
392.816406 1523390765.9413
392.816406 1523390766.0416
392.816406 1523390766.1420
392.816406 1523390766.2424
392.816406 1523390766.3430
416.015625 1523390766.4433
530.742188 1523390766.5438
407.472656 1523390766.6441
407.472656 1523390766.7445
407.472656 1523390766.8448
407.472656 1523390766.9452
407.472656 1523390767.0485
407.472656 1523390767.1489
433.082031 1523390767.2492
527.183594 1523390767.3495
564.214844 1523390767.4498
433.238281 1523390767.5502
433.238281 1523390767.6505
433.238281 1523390767.7509
433.238281 1523390767.8512
433.238281 1523390767.9515
433.238281 1523390768.0520
463.656250 1523390768.1523
577.867188 1523390768.2527
454.675781 1523390768.3530
454.675781 1523390768.4534
454.675781 1523390768.5538
454.675781 1523390768.6542
454.675781 1523390768.7548
454.675781 1523390768.8553
454.675781 1523390768.9559
484.058594 1523390769.0562
599.300781 1523390769.1567
476.117188 1523390769.2571
476.117188 1523390769.3574
476.117188 1523390769.4578
476.117188 1523390769.5582
476.117188 1523390769.6586
476.117188 1523390769.7590
476.117188 1523390769.8595
476.117188 1523390769.9600
576.656250 1523390770.0603
614.277344 1523390770.1607
481.753906 1523390770.2610
481.753906 1523390770.3614
481.753906 1523390770.4617
481.753906 1523390770.5621
481.753906 1523390770.6625
481.753906 1523390770.7629
481.757812 1523390770.8634
481.757812 1523390770.9638
578.175781 1523390771.0642
503.195312 1523390771.1646
503.195312 1523390771.2649
503.195312 1523390771.3652
503.195312 1523390771.4655
503.195312 1523390771.5658
503.195312 1523390771.6662
503.195312 1523390771.7666
503.199219 1523390771.8671
503.199219 1523390771.9676
539.156250 1523390772.0680
566.011719 1523390772.1684
527.324219 1523390772.2688
490.976562 1523390772.3691
490.976562 1523390772.4695
490.976562 1523390772.5699
490.976562 1523390772.6703
490.976562 1523390772.7707
490.976562 1523390772.8711
490.980469 1523390772.9715
490.980469 1523390773.0720
550.531250 1523390773.1723
632.000000 1523390773.2727
519.511719 1523390773.3731
508.945312 1523390773.4734
508.945312 1523390773.5755
508.945312 1523390773.6758
508.945312 1523390773.7762
508.945312 1523390773.8765
508.945312 1523390773.9769
508.945312 1523390774.0773
508.945312 1523390774.1778
508.945312 1523390774.2785
559.730469 1523390774.3790
602.492188 1523390774.4793
569.738281 1523390774.5796
511.734375 1523390774.6800
511.734375 1523390774.7803
511.734375 1523390774.8807
511.734375 1523390774.9810
511.734375 1523390775.0813
511.734375 1523390775.1817
511.734375 1523390775.2821
567.675781 1523390775.3825
511.734375 1523390775.4830
529.003906 1523390775.5833
652.496094 1523390775.6838
529.234375 1523390775.7841
529.234375 1523390775.8844
529.234375 1523390775.9847
529.234375 1523390776.0851
529.234375 1523390776.1855
