1.484375 1523389461.3287
21.218750 1523389461.4290
31.964844 1523389461.5293
41.003906 1523389461.6295
48.734375 1523389461.7298
49.562500 1523389461.8301
72.507812 1523389461.9304
95.535156 1523389462.0307
100.628906 1523389462.1310
105.671875 1523389462.2313
107.949219 1523389462.3316
107.949219 1523389462.4319
109.691406 1523389462.5322
115.226562 1523389462.6326
120.640625 1523389462.7329
122.933594 1523389462.8332
122.933594 1523389462.9335
122.933594 1523389463.0338
130.097656 1523389463.1341
130.097656 1523389463.2345
130.097656 1523389463.3348
130.097656 1523389463.4351
130.097656 1523389463.5354
130.097656 1523389463.6357
130.097656 1523389463.7360
130.097656 1523389463.8363
130.097656 1523389463.9367
130.097656 1523389464.0370
130.097656 1523389464.1373
143.859375 1523389464.2376
164.882812 1523389464.3430
195.011719 1523389464.4433
265.050781 1523389464.5438
367.984375 1523389464.6444
392.718750 1523389464.7447
321.492188 1523389464.8451
329.597656 1523389464.9454
329.597656 1523389465.0458
331.335938 1523389465.1462
344.210938 1523389465.2465
382.878906 1523389465.3468
503.535156 1523389465.4473
525.015625 1523389465.5476
392.492188 1523389465.6479
392.492188 1523389465.7483
392.492188 1523389465.8590
392.492188 1523389465.9594
392.492188 1523389466.0599
392.492188 1523389466.1602
515.722656 1523389466.2607
392.496094 1523389466.3610
392.496094 1523389466.4614
392.496094 1523389466.5617
392.496094 1523389466.6621
392.496094 1523389466.7624
392.496094 1523389466.8628
417.757812 1523389466.9631
530.421875 1523389467.0638
407.152344 1523389467.1642
407.152344 1523389467.2646
407.152344 1523389467.3649
407.152344 1523389467.4652
407.152344 1523389467.5656
407.152344 1523389467.6661
407.152344 1523389467.7666
477.859375 1523389467.8669
555.976562 1523389467.9674
432.902344 1523389468.0678
432.902344 1523389468.1681
432.902344 1523389468.2684
432.902344 1523389468.3688
432.902344 1523389468.4692
432.902344 1523389468.5697
432.902344 1523389468.6700
451.718750 1523389468.7731
502.507812 1523389468.8735
552.781250 1523389468.9738
577.531250 1523389469.0742
587.894531 1523389469.1745
484.500000 1523389469.2748
454.339844 1523389469.3752
454.339844 1523389469.4772
454.339844 1523389469.5854
454.339844 1523389469.6869
454.339844 1523389469.7872
454.339844 1523389469.8875
454.339844 1523389469.9879
454.339844 1523389470.0882
454.339844 1523389470.1886
523.941406 1523389470.2895
551.843750 1523389470.3898
523.730469 1523389470.4902
475.781250 1523389470.5905
475.781250 1523389470.6909
475.781250 1523389470.7913
475.781250 1523389470.8917
475.781250 1523389470.9921
475.781250 1523389471.0927
481.187500 1523389471.1932
604.679688 1523389471.2936
481.417969 1523389471.3940
481.417969 1523389471.4944
481.417969 1523389471.5967
481.417969 1523389471.6972
481.417969 1523389471.7975
481.417969 1523389471.8980
